,LanguageCode,SKU,Text,Title
1047454,en,ES421G02A-503,"I'm very pleased with this jacket - it is lightweight, soft, warm - I bought it for low temperatures, but so far there haven't been minus degrees, but I love it and I wear it also in current windy and wet weather. 
Colourwise it is black, not even navy blue, so if you don't mind black, not bright black but lighter shade of black, it is a perfect down jacket.",It's black rather then blue
1047862,en,TA111A0LB-708,Classique et très confortable grâce au petit talon. Cuir de bonne qualité et jolie couleur marron pas totalement unie. Je recommande ces ballerines. Avec la marque Tamaris on est jamais déçu.,J'adore mes Tamaris Ballet pumps
1048578,en,TA111A0LK-802,Fitted perfectly and felt like slippers when I first put them on so knew they would be good.  The right one has rubbed slightly after wearing them all day but as they are leather I hope they will give slightly.  Would love another pair in a different colour or perhaps patent!,Great shoes
1048833,en,GA111C0BC-302,"I ORDER RED IN THIS STYLE,BUT THEY ARE A TAN COLOUR!!!
I KEPT THEM THEY ARE COMFORTABLE.",boots
1048940,en,YO112A055-503,Very pleased with the quality and the sale price.,Your Turn Trainers
1049454,en,BY521I00F-704,"I pondered for ages on whether to buy it because it is quite expensive - even in the sale. But then I bought it. The cut is lovely, (although a bit shorter in real life than it shows in the pictures) but no bother, it's still beautiful. But it is waaaaaay too itchy for me. I would always have to wear something underneath it which it's not designed for. So sadly have had to send back.",Beautiful cut but way too itchy!
1049566,en,VE121D0DW-002,"Very feminine and delicate, also very comfortable. Flattering to the figure and shows off a small waist. Ideal for hot summer days. Love it!",Vero Moda SUMMERSUN - Tunic - white
1049587,en,VE121D0DW-050,"This is a very pretty tunic which goes well with white linen trousers for the Summer.  It is light and comfortable, does not crease, so good for packing for holidays.",Summer Tunic
1049765,en,K1341B04R-709,Very pleased,"Very smart jacket, Lightweight and breathable."
1050150,en,TA911C039-708,"The boots were too large so I followed the instructions to the nearest drop and collect service.  They would not take the package (although it was exactly as sent by you) saying it was too large and they would get in to trouble.  I had to find another drop and collect point.  Luckily I have a car.  What do people do if they don't have a car?  It took me into a large housing estate.  It was a Londis store with 6 teens drinking beer wearing hoodies outside standing over someone lying on the ground unconscious.  As I was parking an ambulance pulled up and blocked me in so I had no choice but to watch them try and resuscitate him.  This was a frightening experience for a lone woman.  I think you should select your drop and collect points in key traffic, well lit areas.  At least they took the boots.",Disappointed in customer service
1050399,en,VE121G07A-112,the jacket looks excellent....that is if you are stylish. fitted me perfectly. Sits on the body nieces especially apple bodies.,excellent
1050485,en,TA111C0FS-802,"Warm, good quality and, so far, comfortable! Very nice purchase and AMAZING customer service on delivery.",Boots
1050532,en,ON321A08B-952,perfect,excellent service especially at the busiest time of the year
1050551,en,JA311A023-802,These shoes are so comfortable.  They fit perfectly and look really smart. The service was great.  I was kept up to date every step of the way with email and they were delivered sooner than expected,brilliant!
1050650,en,UP121H00D-802,This cardigan is stylish and of great quality - I love it,Love it
1050721,en,TA911C03J-802,These boots are absolutely amazing. They are super confy and look fabulous. I chose by the manufacturer size rather and the UK size and they fit perfectly. Defo worth the money!!!,Amazing!!!
1050768,en,TA911C03J-704,"I love them. They are great with jeans, skirts and tea dresses for this SS, boho chic style...the sole is flexible so they are comfy not hard at all. 

Enough quality in upper leather. It worth them for the price.

order your right size because the neck of the boot is a little wide and could fit loose if you wear a size up.",Very stylish
1050874,en,K4422D016-502,Nice polo shirt true to size.,Lovely quality
1050907,en,R5921J00J-512,"Lovely fabric, it fits well and my granddaughter says I am ' cool'",Hoddie
1051085,en,SK111A036-002,"Because of numerous operations on my feet I can only wear trainers with very thick soles and have not worn anything but Skechers for quite a few years.  Unable to get a white pair of Skechers D'Lites, I ordered these.  They are very comfortable, but the only problem was the colour!  They are a kind of off/greyish white and I really wanted plain white.  They almost look slightly grubby as the laces are bright white.  Still, they fit and are comforable so I kept them.  Kept well informed and very good service from Zalando.",Comfortable - but not white!
1051131,en,K1511C02A-909,These boots are perfect for winter.  warm inside with nice quality leather on the outside.  pity I had to return the size 6 which I was hoping would fit as they had run out of sizes 6.5. currently on the look out for the possibility of the 6.5 back in stock.,Keddo Winter boots - black
1051954,en,ED121A04P-802,"Nice, comfy and worth the money, totally. Only wish the legs would have been a little bit longer",comfy
1052408,en,ED322A00M-952,Great jeans.,Edwin Jeans
1052629,en,H1921H004-101,"When it arrived I actually thought the box was empty, coat is as light as a feather but very warm and beautifully made.",Fabulous Coat
1052693,en,VE421H009-802,NOT RECEIVED AND NO RESPONSE TO TWO E-MAILS AND DISCONNECTED PHONE CALLS TO CUSTOMER SERVICES>,NOT RECEIVED and terrible service
1052968,en,OA122G027-802,Slightly small fitting but a really great jacket for general wear - would recommend,Great jacket
1053134,en,NW111C002-606,Very good choice,Excellent
1053245,en,TF322I00B-502,Great cardigan great price,great cardigan
1053246,en,TF322I00B-502,Great cardigan great price,great cardigan
1053312,en,CA411A07H-802,My daily job involves much standing and walking around. I wore them the first time for over 7 hours with no problem or discomfort and was asked where did I buy them.  Wished they were in leather upper but I am not disappointed.,Very comfortable
1053550,en,SZ921A004-917,"I was order one adidas adilette  MAN slippers, before Christmas...And I got this trousers...Of course I dont need this ugly legging.Please trz zo fix this mistake
Thank zou",Mistake
1053623,en,JA222A08X-802,these chino's look great and fit really well if you like slim fit clothes these are the ones to get! really liking Jack and Jones especially the Bolton Edwards!! i got quite a few of the colors i always buy these!,good quality
1053769,en,SU322H00H-604,"I looked a jackets for ages and eventually settled on this one. It is brilliant, warm and stylish!",Quality Jacket
1053801,en,PA611B04A-502,Really well made but I'm a 6.5 and Zalando sent out a 7 which sadly were like boats so had to send back. So if you're a half size I wouldn't recommend them but if you're not (lucky people) then these are fab!,Sadly they were far too big
1054072,en,SO224D098-602,My little boy absolutely love it I bought a size bigger but didn't have to.,excellent
1054393,en,R1511A027-502,"Look good , thought the soles would be chunkier, the soles are a little hard. Over all good, like the side zip.",Cool boots
1054405,en,R1511A027-502,"Good overall, my 2nd pair, comfortable. The only down side after wearing them constantly for 4 months, the soles are wearing and are not repairable, hence another pair in reserve.",Lovely blue boots
1054410,en,R1511A027-502,"Thought the soles would be chunkier, like the side zip, sole a little hard.",Cool boots
1055431,en,GI221G02M-703,"Not real leather, Pockets ripped when I used them, DON'T BUY THIS JACKET. I don't usually leave bad reviews, but I thought I should warn anyone thinking of buying this. DO NOT WASTE ANY MONEY ON THIS ""JACKET""",CHEAP AND NASTY
1055569,en,EC111C02X-102,"Lovely boots, very comfy and well made",Lovely boots
1055576,en,EC111C02X-102,The boots were excellent but just didn't fit me correctly.  Trying to return them was fraught with problems.  The Customer Services team are helpful if not always accurate.  The problem is that there are no Hermes return shops near where I live and when the boots are collected from my home there is no indication of time so I could possibly be waiting in all day just to return something.  The boots weren't collected on the day that we arranged and when I rang up a date could not be scheduled till the following week.  The next day however Hermes arrived to collect them.  The left doesn't seem to know what the right is doing.  Why can't you operate CollectPlus which is far more efficient with far more dropping off locations.  At the very least you could offer people Royal Mail.  I'm not prepared to drive 40 minutes to return a parcel to a Hermes depot and neither am I prepared to wait in ALL day for Hermes to collect from me.  Until you make returns easier I will not be ordering from you again.,Poor Returns Policy
1055844,en,M6121I03Q-503,"Really a wonderful dress....Great fit, color and design",Excellent piece of garamnet
1055973,en,S2116D00F-102,"Poorest quality: Only twice worn, the shoe's surface is already coming off. Will have to bin them.",Poorest quality
1056459,en,AI111C04B-802,Lovely stylish dream soft leather perfect attention to detail just rite as I am not so young .i am a high street size 7 and 7.5 are a tad too big but after saying that not enough to be a problem as they are soooo extremely comfy ...,Boots
1056461,en,AI111C04B-802,"great fit and really worth the money, look good with trousers or skirt",boots
1056504,en,AI111C04B-502,I am very pleased with these boots ... firm to begin with but after just one brief wear ... superb!,Airstep boots
1056544,en,AI111C04B-707,These boots look great as casual wear & smartwear & they are really comfortable.,Fab Boots.
1057090,en,AN621D00Z-K11,Really nice ,Lovely top
1057334,en,TH342B0E8-502,Amazing!!,Top quality!
1057353,en,TH343B038-404,Comfortable and dry. No complaints from my daughter.  Trouser fits a little short so I had to order one size larger than the jacket.,perfect ski trousers for my daughter
1057777,en,4JO23J00D-502,Confortable to wear and very good quality for value as I've got it in sale!,Very nice item & very comfy!
1057906,en,L2921I00E-103,It fits perfect and the material is soft and good quality.,Love it!
1057960,en,VA111C08B-802,"Lovely to wear, the fur lining makes them especially comfortable. Practical everyday boots with a sturdy sole.",Cosy and comfortable boots
1058007,en,4JO23B004-304,Have two in different sizes for grandchildren - lovely,Red joules skirt
1058078,en,ON321E01X-050,"This blouse is lovely, however, I ordered small and I received 34 which is too small, so sugest to go 1 size bigger.",good quality fabric
1058104,en,CA522A00Z-602,As expected from from the Zalando web site.,very good
1058109,en,CA522A00Z-602,"Jeans Ordered, cords sent so they will be going back and 4 days late in arriving, fully appreciate its Christmas but if you cannot get a courier to deliver it, then don't advertise that date, advertise it for when you can get them delivered!!!!!!",Late and the wrong item
1058147,en,VA111A0GJ-304,"Loving these-very comfy, beautiful colour and quality and fast efficient service from Zalando. My only 2 complaints are that the sizes are on the big side. I'm usually a 4, which was more like a 5 in these and so returned for a 3.5 (the smallest size they do) which is a tiny bit loose but will do as I love them so much! Also, doesn't apply to all, but I live on an island and although Zalando deliver here, they have no collection service, which was a pain but managed to drop at mainland one as away over Christmas.",Gorgeous shooooes
1058194,en,VA111A0GJ-702,"I am happy to confess these are my 4th pair of Vagabond shoes, and I just love them for everything they are designed to be.....pair number 3 have been relegated to garden shoes as I have worn them until they have almost fallen to pieces.......such clever shoes...thankyou","The best ""ballet"" style shooooes"
1058245,en,VA111C08N-102,"These boots look incredibly high, however, they have a relatively high platform so you get great height without finding them difficult to walk in.  They are like slippers and great for those with broad feet.  Fab under jeans or with leggings and tunic tops.  Fantastically versatile.",Stylish
1058300,en,AN611A093-802,Excellent school shoes. Delivery on time. Very good service,Lace up shows
1058521,en,AN611C09W-802,"I bought these in brown and black, I cant praise this designer enough, I have purchased quite a few pairs of shoes boots made by her, the quality is fantastic and they are so comfortable, the only thing i would say is i purchase the boots in a size 6 which is my size but shoes i buy 6.5",all anna field shoes
1058598,en,AN611C09W-707,"I cant praise this designer enough, I have purchased quite a few pairs of shoes boots made by her, the quality is fantastic and they are so comfortable, the only thing i would say is i purchase the boots in a size 6 which is my size but shoes i buy 6.5",all anna field footwear
1058958,en,SP611C068-802,"The shoes are exactly as described -a perfect fit and keeping my feet warm and cosy.
The day they arrived they got used.",Another brilliant purchase from Zalando
1058999,en,JV011A004-302,Having never ordered shoes online before and having ver small feet I was concerned bet when they arrived they were fine and I had shoes ti match my evening dress.,Jonny's Vegan Bakket pumos
1059138,en,KH121I01M-304,body,title
1059219,en,KH121I01M-304,body,title
1059235,en,KH121I01M-304,body,title
1059290,en,M5921I05K-502,Excellent quality and nice fit,Great
1059578,en,AN611C0AK-802,"Sadly the zips shown are decorative only It was not explained in the description that these were pull on boots 
Sent back straight away and full refund given",No zip
1059580,en,AN611C0AK-802,"These boots are my 4th pair from Zalando. I have been more than pleased with each pair.  Like all the others this pair is really comfortable, smart, fashionable and excellent value for money. I love them all.",Anna Field black cowboy/biker boots.
1060237,en,AN611A09E-502,"These vegan friendly pumps look very nice, pleased with the purchase.",a very nice pair
1060279,en,AN611C0AS-802,These are great but very slim fitting,Black Boots
1060280,en,AN611C0AS-802,"These boots are definitely made for walking!! They are great value for money, smart and warm very classy boot. I had been searching for ages for a nice looking boot that is different. well done Zalando",anna field black boots
1060641,en,B1742B01E-917,"Big shirt, really comfortable. Recommend if you like flannel.","Great warm, comfy shirt"
1060740,en,AD541B1FL-802,lovely jacket but would have preferred the blue or the blue version as well!,lovely jacket
1060759,en,AD541B1FL-802,"I ordered a large after reading other reviews and its perfect. I'm a size 12/14 top and it fits with enough room to add a thick fleece underneath in case it gets really cold.
Saying that its very warm and fits snugly up to your chin with the removable hood keeping the wind and rain out. I've not been out in the rain for a long period but its certainly showerproof. It has a flattering shape also for one of these puffa down jackets. Most make people look like Michelin men!",Love It !
1060777,en,AD541B1FL-802,"As always a fine example  of quality from Adidas ,good fit and  fashionable.",Adidas Performance JKt
1060778,en,AD541B1FL-802,Very pleased with this jacket which is perfect for putting on after running. The only setback is the pockets are so small; doesn't even have an inner pocket. But the fact that it keeps me warm is more important.,Warm stylish jacket
1060790,en,AD541B1FL-802,Soooo warm. The pockets are not deep enough for me. But a fantastic buy and as warm as my North Face jacket. An excellent winter choice.,You need this in your sports life
1060803,en,AD541B1FL-802,"I HAVE NOT YET RECEIVED THIS PRODUCT AS IT WAS NEVER DELIVERED TO ME - HOWEVER THE MONEY HAS STILL BE TAKEN FROM MY ACCOUNT AND AS YET NOTHING HAS BEEN DONE TO RECTIFY THIS.

SO VERY BAD SERVICE AND WOULD NOT USE THE COMPANY AGAIN",HAVE YET TO RECEIVE THE PRODUCT
1061398,en,G5211C00C-702,"Really pleased with my boots, look just like he photo and fit perfectly.  Took over a week to arrive is the only negative.",biker boots
1061610,en,F1512C00D-102,These are really fantastic boots - great design - brilliant manufacture - only trouble is they are more fantastic in the photo than in real life. The colour of the ones that arrived are pale grey/beige not the stunning chestnut in the photo. What to do? Get out the shoe polish? And for £550 boots?,Dye your own
1061739,en,PI911C0A5-357,"Very comfortable, the fit is perfect and I love the colour... it is red with darker tones at the front, it is not brown as advertised, but really beatiful.",Lovely boots
1061743,en,PI911C0A5-357,This is an excellent product. Am surprised Pier One  came out with this stunning leather as their  previous products I purchased were made with high quality leather. A good buy. I also have this boot in green.,Nice
1061746,en,PI911C0A5-357,"Love the boots, its very  comfortable.",Pier One Boots - brown
1062376,en,BI111B03G-503,"Thank you for your excellent service, quick delivery and perfect item.",Quick delivery
1062429,en,CA411C05R-802,Very pleased with this purchase. The quality is great and size is just perfect for me (3.5). Would recommend to my friends.,Super comfy pair of boots
1062441,en,CA411C05R-704,"really lovely boots, really well made and comfortable to wear",lovely and comfortable
1062449,en,CA411C05R-802,"A really lovely, sturdy leather, well cut with support in all the right places.  I am a size 6.5 - never size 6 or size 7 - and this size 6.5 is just a perfect fit. The anti-shock sole really works, you can literally bounce down the street without pain or noisy clatter. The cuff is slim enough to fit under straight leg jeans and the toe is just round enough to look both rugged aNd stylish rather than pointed.","Beautiful quality, perfect fit and so so comfy!"
1062661,en,CA411C05T-302,"Very nice boots, fitting well, lovely colour red.",Lovely boots.
1063149,en,CA411C060-702,"Fantastic boots, luxurious suede and cosy faux fur. Even though they have a 3 inch heel they are very comfy to walk in. Overall a beautiful pair of quality boots!",Tan suede ankle boots
1063150,en,CA411C060-702,I love the boots so much I already have them in black and when I found them in the tan I just had to have them to. I have had so meny comments on how lovely Thay are. I would not say that Thay  are brown though more tan which I want'ed. The delivery was very good to did not have to wait long only a few days keep it up.,The boots to have
1063189,en,CA411C060-702,I love the boots so much I already have them in black and when I found them in the tan I just had to have them to. I have had so meny comments on how lovely Thay are. I would not say that Thay  are brown though more tan which I want'ed. The delivery was very good to did not have to wait long only a few days keep it up.,The boots to have
1063481,en,AN611A09J-802,Perfect fit and very comfortable,Very comfortable
1063553,en,AN611A09J-802,I am very happy with my Anna Field trainers.  Great design and very comfortable. Imitation leather as stated but looks and feel great almost like leather. An excellent buy once again from Zalando,Great comfort
1063726,en,AD541B1L7-402,Ok but the colour is neither here nor there....,Hmmmmm........
1064081,en,KH121H01C-902,"Great product, well made practical but stylish. Very warm already had many compliments.",Retro Jerry
1064489,en,KH121H01C-802,"Really like this coat! Well made and seems to be warm enough for the winter.
Size is on the small side-so order at least 1 size bigger (I looked up the reviews on the German Zalando page, it was recommended to get bigger size, you really need to!)",Great Parka
1064490,en,KH121H01C-802,"Well made great looking coat, warm enough for the winter! Order one size bigger!",Great coat!
1064563,en,KH121H01C-802,Quality appears to be good and some thought has gone into designing a coat for warmth. If you like the appearance you will like the coat but be careful with the size you buy. Bought mine a size larger than normal and it is a snug fit so if you like a generous fit you need to be two sizes larger than you normally take.,Khujo Coat
1064634,en,KH121H01C-802,"I wanted a warm, but stylish winter coat & this coat fitted the bill perfectly! Very warm, comfortable coat, but fitting is very small.  I am usually a 12-14, but I had to get size xl!
Would definitely recommend this product & Zalando provided a very fast efficient service.",great coat!
1064889,en,CA411C06F-703,Absolutely love these boots.  I have wide feet but despite that I had to order a half size smaller which makes me feel wonderful.  The boots look good but most importantly feel so comfortable and warm.  Have received quite a few comments too about how nice they look.,excellent
1064898,en,CA411C06F-703,"Good basic boot, not overly cushioned but does fit my foot well. They will do for winter and the wet. Tried another pair of brown Caprice boots that cost more but they were too wide. I would say these fit true to size if not a bit big but I prefer that so I can add a wool sock. These would look ok under trousers or with them tucked in. They look as they are pictured, nice leather, no surprises.",should work
1065194,en,RA254F005-850,Fantastic have looked at the same product in the airport for £120 used my £10 voucher and got them for £60 half price they are great quality look fantastic I am very pleased with product and service thank you.,wayfarers
1065195,en,RA254F005-850,£70 or £60 with the £10 off  for joining newsletter! What a great pair of glasses all my friends love them as do I!,Amazing value
1065196,en,RA254F005-850,Really nice shades for a very good price. Excellent speedy service.,Great value
1065198,en,RA254F005-850,Great product look good glad to if got them just before the summer and also a great price !! Grab a bargain whilst you can :),Quality Glasses!
1065201,en,RA254F005-850,Great price got the for my partner for are holidays,Ray-Ban Wayfarer
1065203,en,RA254F005-850,"Product came damaged, had to return.",ray-bans
1065272,en,TA111A0LL-603,"It took me ages to find some green pixie boots and these are just what I wanted. Very comfortable, good size",Look great with jeans or skirts
1065647,en,F2911A00K-802,"Very disappointed with the sizing. I am a regular 6.5 these pumps are small and only measure to a 6. 
Sad to see they are not available in a 7.",Dilys ballet pumps
1065779,en,PI911C0AY-103,"The boots themselves are well made, good quality and super comfy. However, the manufacturers, in their infinite wisdom, have heeled them with hard plastic. This has resulted in my heel skidding out from beneath me several times and on one occasion, landing me hard on my bum in the middle of an M&S food hall. So I now have the extra expense of paying to have them re-heeled to a safer heel when they are brand new. Not happy.","Nice Boots, if you like to dice with danger!"
1065795,en,PI911C0AY-103,"The shoes look generally very nice, but there is one thing about them that can be realy dangerous while walking. The boots have got an plastic hard heel that makes it really difficult to walk sometimes. You're just sliding... what can be really dangerous.",nice leather and style but...
1066025,en,PI911C0B3-103,"Pier one are excellent value for money, this is my 3rd pair of boots from them and I would highly receommend them to anyone,",brilliant choice
1066184,en,M1911C01U-802,"I love these boots - they are perfect for winter as they have a sheepskin lining.  They are relaxed enough for casual dressing - but also look great teamed up with a smart skirt or dress and thick black tights.  They are so comfortable I could wear them all day.

Manas boots are the best in my book!",Gorgeous and comfortable boots
1066267,en,M1911C01Z-802,"Very pleased with these boots, Manas are always a good quality! Bought the size 5 which is my usual size and fit well although a little tight across the foot and I have narrow feet, so I would buy next size up if you have broader feet!",Great boots1
1066279,en,M1911C020-802,Another winner from Manas - they are the most comfortable boots ever!  These long black leather boots have a high enough heel to feel very dressy and sexy but are so comfortable you can wear them every day.  I wore them for the first time on Friday night and felt amazing in them - was on my feet talking and dancing all night and my feel felt great when I eventually got home.  They go with everything and can be dressed up or down.  Love them!,Amazing sexy but comfortable boots
1066382,en,AN621A011-503,"Very nice, but not quite as I expected.  Therefore, returned them.",Trousers - blue
1066821,en,RI111C08B-802,"Thanks, love it!",boots
1066865,en,EV421I02Y-502,"Fits true to size, very comfortable, absolutely love it!",Lovely warm cardigan.
1066969,en,RI111C08N-708,Lovely comforable boots x,5 stars
1067198,en,AD541B1LD-102,"Very good bra, well fitting, and nice design.",Very good bra
1067207,en,AD541B1LD-102,"As usual  a high standard item from Adidas , comfortable and smart.",adidas Performance Sports bra - grey
1067405,en,SI211A023-802,"Smart, comfortable and stylish shoe",Black suede loafers
1067431,en,ES121G032-502,Love this jacket.  Good fit and really like the colour and detailing.  Have had lots of positive comments and it looks great with both jeans and pencil skirts.  Seeing as there are alot of these types of jackets out there I would really recommend this for its quality and colour.,Do not feel blue wearing this
1067800,en,KH121E00Z-503,Easy to wear and stylish,Cute
1068092,en,21B21G008-802,Great jacket but really small sizing,Jacket
1068116,en,EV411C08E-802,love it,love it
1068574,en,MK111A01U-802,Bought this a couple days before Christmas. Was so happy at its prompt delivery! Bought on Thursday night arrived Monday morning ! It was a great gift my mother LOVES it. She has wide feet so these were perfect as it stretches. True to size. She wears it to work and dinner parties. Great pair of flats.,Michael Kors Quality
1068984,en,TA111C0GX-315,Great product!!!! Very comfortable and worm:-),Ankle boots-excellent!!
1069066,en,TA111C0FS-702,"verry dissapointed about the service at zalando,I order this boots form first of december,I give them 2 phone calls to ask about my order,they say is on the way to my house but I did not recived any boots.I would ask to recived my money back.",disapointed
1069083,en,GR611C011-702,"Love the boots and sheep skin lining, very comfortable and looking good",Charlotte Boots
1069084,en,GR611C011-702,"Very happy with these boots.  Super comfortable, love the interior sheep skin lining, good design and good looking.",Grunbein Charlotte Boots
1069282,en,PR111A07L-802,"These are super soft and comfortable. The look lovely and my usual size fits well. only issue is they are a little easy to slip off/fall off my foot quite easily, so maybe not great for lots of walking.",Lovely shoes
1069357,en,TA111C0HK-710,Stylish and comfy they are fantastic!,love these boots
1069439,en,TA111C0HP-802,I first saw these boots in Berlin but was told in two shops that the smallest size was 4.  You can imagine my delight when I saw that you had one pair of size 3 left.  They arrived within 3 days of purchase and I am very pleased with them and the service you provide.  Thank you very much,Excellent service.
1070033,en,TA111C0HU-802,"Lovely boots, nice quality leather but the leg is quite a wide fit which was too big for me. Most of my friends have a problem with boots being too tight, so these would probably be good for a lot of people.",Lovely boots but leg is quite wide
1070186,en,TA111C0HV-802,"I have small feet, so ordered in size 3.5 (36 European) and they fit me well. I'm very happy with these boots as they look very good&chic with skinny jeans or skirt. I can definitely recommend these.",Trendy boots
1070449,en,TA111C0J4-802,"Very good quality, very comfortable and very warm",Absolutely love them
1070450,en,TA111C0J4-802,"They look exactly as in the picture. The leather is very soft and the interior veeeery warm.
This boots are very comfortable from the first day you wear them.
I can't be more happy.",EXELLENT QUALITY AND VERY COMFORTABLE FORM THE FIRST DAY
1070472,en,TA111C0FY-704,"Excellent boots and so comfortable, will recommend to buy them ladies...",Excellent
1070604,en,TA911C049-802,"Comfy, classy, very sexy and high enough to give you the edge without needing a seat every 5.",Just enough 'ooo-la-la'
1070605,en,TA911C049-802,"Comfy, classy, very sexy and high enough to give you the edge without needing a seat every 5.",Just enough 'ooo-la-la'
1070872,en,TA911C04L-802,"Very comfortable, stylish, sexy, good quality. I recommend!",Excellent
1070873,en,TA911C04L-802,"Very comfortable, good quality, sexy and stylish. I recommend to everyone!",Excellent
1071117,en,TA911A04H-802,"I was looking for winter shoes with comfortable heels to wear during winter with my dresses and skirts and these are perfect! They look fun with dresses and skirts, giving my looks a casual and kind of masculine touch. I am even considering buying these again in other colour!",Perfect everyday shoes
1071166,en,TA911A04H-304,"I got them in maron, they look really nice and they are very comfortable. True to size.",very nice colour
1071355,en,AD541B1MJ-802,"This top is great. It's comfy, true to size and does what it says on the tin!",5*
1071407,en,M6611C02X-802,"Tried them on and they are too high for me, leave them to the younger generation.  But the quality of the boot is very good, not sure that i would pay the original price of £125 though .Delivered in good time.",cowboys/biker black ankle boots
1071704,en,KS112B01F-758,the trainers arrived very quickly and look and feel fantastic right from the box I walked 3miles in them and no blisters.,excellent service
1072230,en,ZA521H015-802,"Only bought this a few weeks ago and wish I had done so earlier. It's really snug and warm and keeps you dry. Sizing is good, and the colour and quality excellent. Love it!",fab coat
1072430,en,7SI21C031-702,This brown looks awesome. It makes you look taller and slimmer. Team it with a nice black neck piece and steal the show.,nice look especially if you are little overweight
1072664,en,ZI111C0G9-405,"stunning boots, go with everything! not comfortable from day 1 but it's to be expected. Good value for money, very stylish :)",lovely!
1072857,en,KA416C00H-402,"very good quality, they are more dark pink than light pink as on the pic, but they are warm inside and comfortable for my little girl, size 11 for 5 y old fits perfect..",excellent quality
1072858,en,KA416C00H-402,"very good and waterproofed boots where sign glows in the dark, nice and warm inside, will recommend",excellent quality boots
1073301,en,1KI51A03V-802,"Great bag, good  to do business  with you, wouldi  buy from you again.",Bag
1073470,en,MU311A02N-802,Just perfect..nice design...comfortable..,brilliant
1073861,en,TW441B06X-802,"I love the extra length but it does stick out at the bottom
I used my £10 voucher so good valuers",nice practical fleece
1074232,en,LA212A07X-503,"Place my order over the weekend, and here it is ( Thursday morning),
really impressed with the colour looks even better than the pictures.
Thank you Zalando Team, 
Yet 1 issue to mention, the delivery guy got lucky I was at the house otherwise am not in at this time, They should notify the customers before going out for delivery.

Thanks.",Really impressed ... Thank you Zalando Team
1074310,en,LA212C03D-856,lovely looking hi-top and very comfortable. Great price!,Quality!
1074453,en,BS312A00W-503,Absolutely love these!,Awesome!
1074616,en,SW912A00N-708,BeautifuLy crafted shoes as described,fantastic service
1074617,en,SW912A00N-708,"I purchased a pair of Oliver Sweeney shoes from Zalando. The product itself was great....the delivery and service were the worst I have ever experienced. I was informed that the order had been placed and was being delivered to my home address. I specifically entered my work address as the delivery address as I am not home to receive packages during the day. I emailed them to notify them it was incorrect and they admitted to there being a system error. I was informed my delivery address had been changed. Low and behold there was an attempt to deliver at my home address. I emailed Zalando who said that it can take two to three days to change address with the courier company (Hermes). After many many emails back and forth with Zalando over a two week period regarding changing my delivery address, a note landed on my door mat from Hermes with a phone number to contact them directly regarding yet another failed delivery. When I did, they said that Zalando had never requested that my address be changed. 

Zalando on each occasion offered no solution and even tried to fob me off with a measly £5 voucher for my next order when I said how unhappy I was with their service. Needless to say I will not be using them again! After 10 failed delivery attempts I eventually got my shoes which were...well....Oliver Sweeney shoes. You cannot go wrong, amazing quality and build and super cool looks. 

I would avoid using this company.",Zzzzzzzalando. Do not buy from this company!!!
1074671,en,TA111C0JG-707,"I just love these ankle boots Not only are they great-loonking but are extremely comfy. I've worn mine almost every day since they arrived (on time, I might add). They're great with skinny jeans, leggings...everything. I chose them in brown,but could see that the colour's more taupe - a shoe colour I love. They're actually a taupe/grey, with black staining on the toe and heel. Really nice. I'm very happy.",Very stylish ankle boots
1075174,en,CL111C02G-802,these boots are wonderful and comfortable too . gab them while you can,fab!
1075190,en,E4551G007-605,"I carefully followed instructions to order the correct size for these gloves but when they came I couldn't get my hands in them, they were so small. 
They are an attractive colour and very nicely made, and I would have kept them if they had fitted because the green went well with my coat, but they were not as warm as I expected from the description of the lining, so I didn't re-order them.","Lovely gloves, sized very small"
1075334,en,CL111C02Q-103,Great but more brown than grey,Very nice
1075408,en,CL111C039-802,"Lovely, warm, comfy boots from Clarks. Am looking forward to wearing them in the cold weather.",Lush boots!
1075420,en,CL111C039-802,"5 star rating.
Great boots, so comfortable and surprisingly trendy looking.  They are lovely and warm, as they are fully fur-lined - yet, somehow still manage to look neat and smart.   I am a size 6 1/2, and they were a perfect fit, and I dont often get the chance to say that!
Best of all - they were on sale, at a great price!  Delighted with the purchase - wouldn't hesitate to recommend these boots or this company.",Clarks - Morey Fudge Comfort
1075610,en,ES111C04F-802,"The boots are lovely very comfortable, the leather is soft. Good value for money.
Zalando gave a good service and delivered when they said they would.",Esprit Charlie Boots
1075611,en,ES111C04F-802,These were just what I wanted and at a fantastic price.  Have considered buying another pair as I will no doubt struggle to find something similar when these eventually tire.,Great boots
1075635,en,ES111C04F-802,"Really happy with the boots. ordered one size up, which is just right. they look very nice with skirts or trousers, classy and chic for dressing up or down. And, they are very comfortable, wear them all day to work and i don't even have to think about it. They are just right!!!!",Great Boots
1075804,en,ES111C04V-703,not happy with those shoes at all. First couple of weeks very uncomfortable to wear and now i have find out that the leather is broken so on one side there is small whole and after a walk thought the grass your sock are wet,very poor quality of shoes
1075905,en,GA111C08W-701,Gabor products always luxury and fit perfect. Zakando always have provided a 1st class service with speedy delivery!,Excellent service
1076231,en,CA411C06S-802,Boots were too big around the calf,Returned item
1076519,en,DO311C023-802,"Spent ages looking for some black knee boots and these were worth the wait. Good quality, great style and very comfortable. Love them!",fan boots!
